kode_bps,nama_bps,kode_pos,nama_pos
6106040017,SIDAHARI,78876,Sidahari
3207110006,SIDAHARJA,46282,Sidaharja
3207110006,SIDAHARJA,46285,Sidaharja
3207120009,SIDAHARJA,46282,Sidaharja
3207120009,SIDAHARJA,46285,Sidaharja
6102050011,SIDAI,79283,Sidai
3213150003,SIDAJAYA,41257,Sidajaya
3303070004,SIDAKANGEN,53371,Sidakangen
3304180010,SIDAKANGEN,53458,Sidakangen
5171010005,SIDAKARYA,80224,Sidakarya
3328130004,SIDAKATON,52492,Sidakaton
3329110007,SIDAKATON,52254,Sidakaton
3301710003,SIDAKAYA,53212,Sidakaya
1602060008,SIDAKERSA,30615,Sidakersa
3325060007,SIDALANG,51272,Sidalang
1204062007,SIDALING,22572,Sidaling
1209040007,SIDAMANIK,21171,Sidamanik
3210070014,SIDAMUKTI,45417,Sidamukti
3301090002,SIDAMUKTI,53264,Sidamukti
3305150023,SIDAMUKTI,54363,Sidomukti
3601112007,SIDAMUKTI,42268,Sidamukti
3604050011,SIDAMUKTI,42173,Sidamukti
3207120001,SIDAMULIH,46282,Sidamulih
3218060004,SIDAMULIH,46565,Sidamulih
3302040006,SIDAMULIH,53173,Sidamulih
3202010009,SIDAMULYA,43377,Sidamulya
3207160002,SIDAMULYA,46291,Sidamulya
3208160002,SIDAMULYA,45554,Sidamulya
3209080005,SIDAMULYA,45681,Sidamulya
3212200002,SIDAMULYA,45255,Sidamulya
3213150002,SIDAMULYA,41257,Sidamulya
3301020005,SIDAMULYA,53261,Sidamulya
3301020005,SIDAMULYA,53265,Sidamulya
3301050011,SIDAMULYA,53255,Sidamulya
3301070006,SIDAMULYA,53261,Sidamulya
3301070006,SIDAMULYA,53265,Sidamulya
3302060010,SIDAMULYA,53194,Sidamulya
3329140010,SIDAMULYA,52252,Sidamulya
3305150004,SIDAMULYO,54363,Sidomulyo
5104030004,SIDAN,80519,Sidan
6103080019,SIDAN,78364,Sidan
3301080001,SIDANEGARA,53263,Sidanegara
3301720004,SIDANEGARA,53223,Sidanegara
3303050016,SIDANEGARA,53391,Sidanegara
1811070002,SIDANG BANDAR ANOM,34986,Sidang Bandar Anom
1811070001,SIDANG GUNUNG TIGA,34986,Sidang Gunung Tiga
1811070004,SIDANG ISO MUKTI,34986,Sidang Iso Mukti
1811070003,SIDANG KURNIA AGUNG,34986,Sidang Kurnia Agung
1607040003,SIDANG MAS,30919,Sidang Mas
1811070005,SIDANG SIDO RAHAYU,34986,Sidang Sido Rahayu
1811070006,SIDANG WAY PUJI,34986,Sidang Way Puji
8202030021,SIDANGA,97853,Sidanga
8204051008,SIDANGA,97924,Sidanga
1277020002,SIDANGKAL,22724,Sidangkal
8201091010,SIDANGOLI DEHE,97757,Sidongoli Dehe
8201091011,SIDANGOLI GAM,97757,Sidangoli Gam
1203160121,SIDAPDAP SIMANOSOR,22757,Sidapdap Simanosor
3328130005,SIDAPURNA,52492,Sidapurna
3207111006,SIDARAHAYU,46286,Sidarahayu
3208100004,SIDARAJA,45591,Sidaraja
3304120004,SIDARATA,53462,Sidarata
3301070005,SIDAREJA,53261,Sidareja
3303050018,SIDAREJA,53391,Sidareja
3209031002,SIDARESMI,45693,Sidaresmi
3306090013,SIDARUM,54153,Sidarum
6103040005,SIDAS,78356,Sidas
3301060010,SIDASARI,53262,Sidasari
3301170006,SIDASARI,53273,Sidasari
3301100002,SIDAURIP,53253,Sidaurip
3301100002,SIDAURIP,53254,Sidaurip
3301120015,SIDAURIP,53253,Sidaurip
3301120015,SIDAURIP,53254,Sidaurip
3301190004,SIDAURIP,53281,Sidaurip
3209120011,SIDAWANGI,45618,Sidawangi
3301190002,SIDAYU,53281,Sidayu
3305190012,SIDAYU,54375,Sidayu
3325020005,SIDAYU,51254,Sidayu
3504170016,SIDEM,66263,Sidem
5107020004,SIDEMEN,80864,Sidemen
3304150011,SIDENGOK,53454,Sidengok
7304030005,SIDENRE,92319,Sidenre
3514210005,SIDEPAN,67182,Sidepan
7210120008,SIDERA,94364,Sidera
5108040011,SIDETAPA,81152,Sidetapa
9105171007,SIDEY,98376,Sidey
9105171008,SIDEY BARU,98376,Sidey Baru
9105171003,SIDEY JAYA,98376,Sidey Jaya
9105171005,SIDEY MAKMUR,98376,Sidey Makmur
1210030002,SIDIANGKAT,22216,Sidiangkat
3320030013,SIDIGEDE,59464,Sidigede
1204061010,SIDIKALANG,22571,Sidikalang
3523190011,SIDING,62354,Siding
6102081006,SIDING,79287,Siding
6405010008,SIDO BANGEN,77362,Sido Bangen
1805111005,SIDO BINANGUN,34292,Suko Binangun
1802011004,SIDO DADI,35691,Sidodadi
1805131005,SIDO DADI,34259,Sidodadi
1502065005,SIDO HARJO,37366,Sido Harjo
1502065002,SIDO LEGO,37366,Sido Lego
1705050035,SIDO LUHUR,38877,Sido Luhur
1213040018,SIDO MAKMUR,20772,Sido Makmur
1607061010,SIDO MAKMUR,30966,Sido Makmur
1607081021,SIDO MAKMUR,30976,Sido Makmur
1609060028,SIDO MAKMUR,32382,Sido Makmur
1708060011,SIDO MAKMUR,39372,Sido Makmur
6304140009,SIDO MAKMUR,70511,Sido Makmur
9104022003,SIDO MAKMUR,98573,Sido Makmur
1803090033,SIDO MEKAR,35552,Sidomekar
1404020035,SIDO MUKTI,28382,Sidomukti
1506020005,SIDO MUKTI,36763,Sido Mukti
1703080002,SIDO MUKTI,38657,Sido Mukti
1808056003,SIDO MUKTI,34671,Sidomukti
6403150005,SIDO MUKTI,75553,Sidomukti
7502041002,SIDO MUKTI,96275,Sidomukti
1606022005,"SIDO MUKTI (SP1,3)",30757,Sido Mukti
1111030001,SIDO MULIYO,24371,Sido Muliyo
1219070001,SIDO MULYO,21658,Sidomulyo
1602021002,SIDO MULYO,30683,Sidomulyo
1605080018,SIDO MULYO,31666,Sidomulyo
1606102016,SIDO MULYO,30759,Sido Mulyo
1771020001,SIDO MULYO,38229,Sido Mulyo
1802011019,SIDO MULYO,35691,Sidomulyo
1805060012,SIDO MULYO,34252,Sido Mulyo
1806020006,SIDO MULYO,34556,Sido Mulyo
1806020006,SIDO MULYO,34557,Sido Mulyo
3306060022,SIDO MULYO,54119,Sidomulyo
3321080012,SIDO MULYO,59571,Sidomulyo
3321080012,SIDO MULYO,59573,Sidomulyo
6110050015,SIDO MULYO,78613,Sidomulyo
6304090006,SIDO MULYO,70554,Sidomulyo
7502040008,SIDO MULYO,96264,Sidomulyo
1608030013,SIDO RAHAYU,32265,Sido Rahayu
1609060001,SIDO RAHAYU,32382,Sido Rahayu
1804062002,SIDO RAHAYU,34385,Sido Rahayu
1806051005,SIDO RAHAYU,34572,Sido Rahayu
1508032003,SIDO REJO,37556,Sidorejo
1606091013,SIDO REJO,30754,Sido Rejo
3321020011,SIDO REJO,59563,Sidorejo
3321020011,SIDO REJO,59566,Sidorejo
1502066004,SIDO RUKUN,37358,Sido Rukun
1508031005,SIDO RUKUN,37557,Sido Rukun
1705050033,SIDO SARI,38877,Sido Sari
1209190013,SIDO TANI,21184,Sidotani
1609081007,SIDO WALUYO,32374,Sido Waluyo
3305140017,SIDOAGUNG,54362,Sidoagung
3308120003,SIDOAGUNG,56561,Sidoagung
3404040004,SIDOAGUNG,55564,Sidoagung
1807040007,SIDOARJO,34719,Sidoarjo
7206040015,SIDOARJO,94512,Sidoarjo
7502042010,SIDOARJO,96276,Sidoharjo
3318090020,SIDOARUM,59182,Sidoarum
3404040006,SIDOARUM,55564,Sidoarum
1803131013,SIDOASIH,35596,Sido Asih
3507060015,SIDOASRI,65176,Sidoasri
3522130001,SIDOBANDUNG,62182,Sidobandung
3524080014,SIDOBANGUN,62272,Sidobangun
3524150008,SIDOBINANGUN,62291,Sidobinangun
7322051011,SIDOBINANGUN,92967,Sidobinangun
3524070021,SIDOBOGEM,62256,Sidobogem
3305030022,SIDOBUNDER,54383,Sidobunder
1102030052,SIDODADI,24783,Sidodadi
1114020012,SIDODADI,24473,Sidodadi
1114050005,SIDODADI,24473,Sidodadi
1117050019,SIDODADI,24582,Sidodadi
1173011004,SIDODADI,24421,Sidodadi
1208160009,SIDODADI,21212,Sidodadi
1212070013,SIDODADI,20358,Sidodadi
1212270009,SIDODADI,20372,Sidodadi
1275150002,SIDODADI,20234,Sidodadi
1605060002,SIDODADI,31665,Sidodadi
1608020037,SIDODADI,32274,Sidodadi
1608030014,SIDODADI,32265,Sidodadi
1609060031,SIDODADI,32382,Sidodadi
1706021007,SIDODADI,38763,Sido Dadi
1706031011,SIDODADI,38773,Sido Dadi
1709050014,SIDODADI,38371,Sidodadi
1801064001,SIDODADI,34887,Sidodadi
1803100013,SIDODADI,35553,Sidodadi
1804030004,SIDODADI,34382,Sidodadi
1804100002,SIDODADI,34391,Sidodadi
1805030002,SIDODADI,34273,Sido Dadi
1806070022,SIDODADI,34554,Sidodadi
1808051019,SIDODADI,34673,Sidodadi
1809040010,SIDODADI,35367,Sidodadi
1810010018,SIDODADI,35782,Sidodadi
1871080002,SIDODADI,35147,Sidodadi
3305030023,SIDODADI,54383,Sidodadi
3306120022,SIDODADI,54162,Sidodadi
3314030001,SIDODADI,57282,Sidodadi
3324040014,SIDODADI,51364,Sidodadi
3505160008,SIDODADI,66182,Sidodadi
3507050004,SIDODADI,65178,Sidodadi
3507270003,SIDODADI,65159,Sidodadi
3507320002,SIDODADI,65192,Sidodadi
3510210008,SIDODADI,68453,Sidodadi
3513130009,SIDODADI,67291,Sidodadi
3515070024,SIDODADI,61271,Sidodadi
3515160005,SIDODADI,61257,Sidodadi
3519100006,SIDODADI,63153,Sidodadi
3522140014,SIDODADI,62185,Sidodadi
3523020012,SIDODADI,62364,Sidodadi
3578220004,SIDODADI,60145,Sidodadi
6210030012,SIDODADI,74873,Sidodadi
6472050005,SIDODADI,75123,Sidodadi
7107010009,SIDODADI,95768,Sidodadi
7402073004,SIDODADI,93643,Sidodadi
7502040009,SIDODADI,96264,Sidodadi
7602040009,SIDODADI,91352,Sidodadi
1803070007,SIDODADI ASRI,35564,Sidodadi Asri
1212310008,SIDODADI BATU DELAPAN,20358,Sidodadi
1212290003,SIDODADI RAMUNIA,20552,Sidodadi Ramonia
6472020008,SIDODAMAI,75114,Sidodamai
3524090010,SIDODOWO,62275,Sidodowo
1609060027,SIDOGEDE,32382,Sido Gede
3305090007,SIDOGEDE,54394,Sidogede
3308200023,SIDOGEDE,56596,Sidogede
3321040012,SIDOGEMAH,59563,Sidogemah
3524120015,SIDOGEMBUL,62253,Sidogembul
3514170013,SIDOGIRI,67151,Sidogiri
1605040013,SIDOHARJO,31662,Sidoharjo
1607091003,SIDOHARJO,30973,Sido Harjo
1802113001,SIDOHARJO,35688,Sidoharjo
1803070015,SIDOHARJO,35564,Sidoharjo
1803102001,SIDOHARJO,35554,Sido Harjo
1805011004,SIDOHARJO,34283,Sido Harjo
1808051013,SIDOHARJO,34673,Sidoharjo
1810040011,SIDOHARJO,35716,Sidoharjo
1905040006,SIDOHARJO,33782,Sidoharjo
3305030004,SIDOHARJO,54383,Sidoharjo
3305140003,SIDOHARJO,54362,Sidoarjo
3306030010,SIDOHARJO,54173,Sidoharjo
3310190018,SIDOHARJO,57474,Sidoharjo
3312160011,SIDOHARJO,57682,Sidoharjo
3314110006,SIDOHARJO,57281,Sidoharjo
3318100014,SIDOHARJO,59117,Sidoharjo
3318150008,SIDOHARJO,59152,Sidoharjo
3322030018,SIDOHARJO,50577,Sidoharjo
3323120014,SIDOHARJO,56257,Sidoharjo
3325050013,SIDOHARJO,51274,Sidoharjo
3326060002,SIDOHARJO,51191,Sidoharjo
3401120004,SIDOHARJO,55673,Sidoharjo
3403040005,SIDOHARJO,55881,Sidoharjo
3501040001,SIDOHARJO,63514,Sidoharjo
3502070009,SIDOHARJO,63481,Sidoharjo
3502130013,SIDOHARJO,63456,Sidoharjo
3516140009,SIDOHARJO,61351,Sidoharjo
3518060012,SIDOHARJO,64483,Sidoharjo
3523030005,SIDOHARJO,62365,Sidoharjo
3524130006,SIDOHARJO,62217,Sidoharjo
3305180001,SIDOHARUM,54371,Sidoharum
3523010006,SIDOHASRI,62363,Sidohasri
1115010024,SIDOJADI,23662,Sido Jadi
1202081009,SIDOJADI,22977,Sidojadi
1221091010,SIDOKAN,22796,Sidokan
3327110016,SIDOKARE,52364,Sidokare
3515110005,SIDOKARE,61214,Sidokare
3518170001,SIDOKARE,64453,Sidokare
3404040005,SIDOKARTO,55564,Sidokarto
1802042007,SIDOKATON,35678,Sidokaton
3517170001,SIDOKATON,61454,Sidokaton
1806011001,SIDOKAYO,34561,Sido Kayo
3524250012,SIDOKELAR,62264,Sidokelar
3515120015,SIDOKEPUNG,61252,Sidokepung
1805042002,SIDOKERTO,34278,Sidokerto
3312240003,SIDOKERTO,57683,Sidokarto
3314020002,SIDOKERTO,57283,Sidokerto
3318100023,SIDOKERTO,59111,Sidokerto
3515120003,SIDOKERTO,61252,Sidokerto
3517060016,SIDOKERTO,61475,Sidokerto
3520071008,SIDOKERTO,63363,Sidokerto
3521080009,SIDOKERTO,63284,Sidokerto
3515110014,SIDOKLUMPUK,61218,Sidoklumpuk
3603141008,SIDOKO,15658,Sidoko
3321030008,SIDOKUMPUL,59565,Sidokumpul
3324040013,SIDOKUMPUL,51364,Sidokumpul
3515110013,SIDOKUMPUL,61212,Sidokumpul
3523020006,SIDOKUMPUL,62364,Sidokumpul
3524040012,SIDOKUMPUL,62284,Sidokumpul
3524130020,SIDOKUMPUL,62213,Sidokumpul
3524250016,SIDOKUMPUL,62264,Sidokumpul
3525100003,SIDOKUMPUL,61111,Sido Kumpul
3521150007,SIDOLAJU,63256,Sidolaju
7208030007,SIDOLE,94474,Sidole
3306140016,SIDOLEREN,54191,Sidoleren
1803131016,SIDOLUHUR,35596,Sido Luhur
1805030006,SIDOLUHUR,34273,Sido Luhur
3305070020,SIDOLUHUR,54392,Sidoluhur
3318060008,SIDOLUHUR,59184,Sidoluhur
3404040002,SIDOLUHUR,55564,Sidoluhur
3507270001,SIDOLUHUR,65159,Sidoluhur
1604111003,SIDOMAKMUR,31455,Sido Makmur
1803102002,SIDOMAKMUR,35554,Sido Makmur
1804073001,SIDOMAKMUR,34388,Sido Makmur
1808051023,SIDOMAKMUR,34673,Sidomakmur
3324081008,SIDOMAKMUR,51374,Sidomakmur
3521150006,SIDOMAKMUR,63256,Sidomakmur
7322051013,SIDOMAKMUR,92967,Sidomakmur
1808056009,SIDOMEKAR,34671,Sidomekar
3524080016,SIDOMLANGEAN,62272,Sidomlagean
3515170014,SIDOMOJO,61262,Sidomojo
3305060019,SIDOMORO,54391,Sidomoro
3525090010,SIDOMORO,61122,Sidomoro
3404040007,SIDOMOYO,55564,Sidomoyo
1208160011,SIDOMUKTI,21217,Sido Mukti
1803081001,SIDOMUKTI,35565,Sido Mukti
1804030001,SIDOMUKTI,34382,Sidomukti
1806060009,SIDOMUKTI,34583,Sidomukti
3305070026,SIDOMUKTI,54392,Sidomukti
3305160002,SIDOMUKTI,54363,Sidomukti
3305160002,SIDOMUKTI,54366,Sidomukti
3306160027,SIDOMUKTI,54183,Sidomukti
3313170005,SIDOMUKTI,57794,Sidomukti
3318060012,SIDOMUKTI,59184,Sidomukti
3318170004,SIDOMUKTI,59154,Sidomukti
3322101010,SIDOMUKTI,50565,Sidomukti
3324120001,SIDOMUKTI,51355,Sidomukti
3326070013,SIDOMUKTI,51182,Sidomukti
3509080002,SIDOMUKTI,68182,Sidomukti
3520070009,SIDOMUKTI,63361,Sidomukti
3522090004,SIDOMUKTI,62194,Sidomukti
3522240004,SIDOMUKTI,62164,Sidomukti
3523010007,SIDOMUKTI,62363,Sidomukti
3524060017,SIDOMUKTI,62282,Sidomukti
3524130004,SIDOMUKTI,62219,Sidomukti
3524260003,SIDOMUKTI,62263,Sidomukti
3525090014,SIDOMUKTI,61125,Sidomukti
3525120001,SIDOMUKTI,61152,Sidomukti
7322050014,SIDOMUKTI,92966,Sidomukti
1219010015,SIDOMULIO,21652,Sidomulio
1221031010,SIDOMULIO,22792,Sidomulio
1207130007,SIDOMULYO,21471,Sidomulyo
1208081002,SIDOMULYO,21292,Sido Mulyo
1208091006,SIDOMULYO,21266,Sidomulyo
1209200015,SIDOMULYO,21183,Sidomulyo
1212070017,SIDOMULYO,20358,Sidomulyo
1213060002,SIDOMULYO,20761,Sidomulyo
1213070003,SIDOMULYO,20813,Sidomulyo
1223030003,SIDOMULYO,21782,Sidomulyo
1275010002,SIDOMULYO,20137,Sidomulyo
1402041002,SIDOMULYO,29353,Sidomulyo
1603060006,SIDOMULYO,31352,Sidomulyo
1603060006,SIDOMULYO,32352,Sidomulyo
1607031009,SIDOMULYO,30956,Sido Mulyo
1607061001,SIDOMULYO,30966,Sidomulyo
1607080019,SIDOMULYO,30975,Sido Mulyo 18
1607080019,SIDOMULYO,30975,Sido Mulyo 20
1609060018,SIDOMULYO,32382,Sido Mulyo
1802032004,SIDOMULYO,35662,Sidomulyo
1802032004,SIDOMULYO,35663,Sidomulyo
1803100020,SIDOMULYO,35553,Sidomulyo
1804030003,SIDOMULYO,34382,Sidomulyo
1805030007,SIDOMULYO,34273,Sido Mulyo
1806010016,SIDOMULYO,34556,Sido Mulyo
1806010016,SIDOMULYO,34557,Sido Mulyo
1808051014,SIDOMULYO,34673,Sidomulyo
1809060013,SIDOMULYO,35365,Sidomulyo
1811050044,SIDOMULYO,34919,Sido Mulyo
3218070007,SIDOMULYO,46596,Sidomulyo
3305040014,SIDOMULYO,54382,Sidomulyo
3305070025,SIDOMULYO,54392,Sidomulyo
3305200001,SIDOMULYO,54363,Sidomulyo
3305200001,SIDOMULYO,54364,Sidomulyo
3306100003,SIDOMULYO,54164,Sidomulyo
3308010006,SIDOMULYO,56562,Sidomulyo
3308100010,SIDOMULYO,56591,Sidomulyo
3308100010,SIDOMULYO,56595,Sidomulyo
3308170007,SIDOMULYO,56591,Sidomulyo
3308170007,SIDOMULYO,56595,Sidomulyo
3309020005,SIDOMULYO,57352,Sidomulyo
3310180016,SIDOMULYO,57471,Sidomulyo
3316110003,SIDOMULYO,58253,Sidomulyo
3317030010,SIDOMULYO,59263,Sidomulyo
3317030010,SIDOMULYO,59264,Sidomulyo
3317060010,SIDOMULYO,59263,Sidomulyo
3317060010,SIDOMULYO,59264,Sidomulyo
3317090003,SIDOMULYO,59252,Sidomulyo
3318090008,SIDOMULYO,59182,Sidomulyo
3318180002,SIDOMULYO,59156,Sidomulyo
3319060004,SIDOMULYO,59382,Sidomulyo
3321090023,SIDOMULYO,59571,Sidomulyo
3321090023,SIDOMULYO,59573,Sidomulyo
3322152009,SIDOMULYO,50524,Sidomulyo
3324150008,SIDOMULYO,51352,Sidomulyo
3325080001,SIDOMULYO,51271,Sidomulyo
3326030006,SIDOMULYO,51183,Sidomulyo
3326090018,SIDOMULYO,51162,Sidomulyo
3401070007,SIDOMULYO,55652,Sidomulyo
3402050001,SIDOMULYO,55764,Sidomulyo
3404040003,SIDOMULYO,55564,Sidomulyo
3501050006,SIDOMULYO,63561,Sidomulyo
3501110001,SIDOMULYO,63572,Sidomulyo
3503060001,SIDOMULYO,66362,Sidomulyo
3504170014,SIDOMULYO,66262,Sidomulyo
3504170014,SIDOMULYO,66263,Sidomulyo
3504180007,SIDOMULYO,66262,Sidomulyo
3504180007,SIDOMULYO,66263,Sidomulyo
3505010004,SIDOMULYO,66163,Sidomulyo
3505120009,SIDOMULYO,66192,Sidomulyo
3506020003,SIDOMULYO,64161,Sidomulyo
3506070018,SIDOMULYO,64174,Sidomulyo
3506110006,SIDOMULYO,64192,Sidomulyo
3506170015,SIDOMULYO,64154,Sidomulyo
3507260008,SIDOMULYO,65155,Sidomulyo
3508020001,SIDOMULYO,67374,Sidomulyo
3509070009,SIDOMULYO,68184,Sidomulyo
3513120003,SIDOMULYO,67293,Sidomulyo
3515120006,SIDOMULYO,61252,Sidomulyo
3515170018,SIDOMULYO,61262,Sidomulyo
3516090009,SIDOMULYO,61381,Sidomulyo
3517140006,SIDOMULYO,61457,Sidomulyo
3519110004,SIDOMULYO,63157,Sidomulyo
3519140002,SIDOMULYO,63162,Sidomulyo
3520071010,SIDOMULYO,63363,Sidomulyo
3521020008,SIDOMULYO,63263,Sidomulyo
3522080020,SIDOMULYO,62195,Sidomulyo
3523130014,SIDOMULYO,62312,Sidomulyo
3523180004,SIDOMULYO,62362,Sidomulyo
3523190004,SIDOMULYO,62354,Sidomulyo
3524050004,SIDOMULYO,62283,Sidomulyo
3524090013,SIDOMULYO,62275,Sidomulyo
3524150016,SIDOMULYO,62291,Sidomulyo
3525130011,SIDOMULYO,61153,Sidomulyo
3579010008,SIDOMULYO,65317,Sidomulyo
6302130004,SIDOMULYO,72162,Sidomulyo
6310053003,SIDOMULYO,72271,Sido Mulyo
6403180012,SIDOMULYO,75558,Sidomulyo
6404022001,SIDOMULYO,75657,Sidomulyo
6472020009,SIDOMULYO,75114,Sidomulyo
1471010005,SIDOMULYO BARAT,28294,Sidomulya Barat
7502040024,SIDOMULYO SELATAN,96264,Sidomulya Selatan
1471021004,SIDOMULYO TIMUR,28253,Sidomulyo Timur
7210120002,SIDONDO I,94364,Sidondo I
7210120001,SIDONDO II,94364,Sidondo II
7210120016,SIDONDO III,94364,Sidondo III
7210120017,SIDONDO IV,94364,Sidondo IV
3523160004,SIDONGANTI,62356,Sidonganti
3513150015,SIDOPEKSO,67282,Sidopekso
8204053001,SIDOPO,97917,Sidopo
3525030002,SIDORAHARJO,61175,Sidoraharjo
7322040010,SIDORAHARJO,92963,Sidoraharjo
3507210009,SIDORAHAYU,65158,Sidorahayu
1606022007,"SIDORAHAYU (B1,2)",30757,Sido Rahayu
1102031009,SIDOREJO,24784,Sidorejo
1173011005,SIDOREJO,24422,Sidorejo
1207210002,SIDOREJO,21424,Sidorejo
1213011005,SIDOREJO,20776,Sidorejo
1275170003,SIDOREJO,20222,Sidorejo
1607080018,SIDOREJO,30975,Sido Rejo
1609061006,SIDOREJO,32373,Sido Rejo
1673030006,SIDOREJO,31527,Sidorejo
1674012001,SIDOREJO,31616,Sidorejo
1802041013,SIDOREJO,35688,Sidoharjo
1803100012,SIDOREJO,35553,Sidorejo
1804050006,SIDOREJO,34383,Sidorejo
1805030003,SIDOREJO,34273,Sido Rejo
3305070024,SIDOREJO,54392,Sidorejo
3306060011,SIDOREJO,54119,Sidorejo
3307060022,SIDOREJO,56361,Sidorejo
3308130024,SIDOREJO,56563,Sidorejo
3308130024,SIDOREJO,56565,Sidorejo
3308150013,SIDOREJO,56563,Sidorejo
3308150013,SIDOREJO,56565,Sidorejo
3308180004,SIDOREJO,56592,Sidorejo
3310230011,SIDOREJO,57484,Sidorejo
3311060012,SIDOREJO,57572,Sidorejo
3312070006,SIDOREJO,57672,Sidorejo
3312220005,SIDOREJO,57691,Sidorejo
3315060005,SIDOREJO,58181,Sidorejo
3317060009,SIDOREJO,59261,Sidorejo
3317060009,SIDOREJO,59264,Sidorejo
3317070009,SIDOREJO,59261,Sidorejo
3317070009,SIDOREJO,59264,Sidorejo
3321040018,SIDOREJO,59563,Sidorejo
3321040018,SIDOREJO,59566,Sidorejo
3323030029,SIDOREJO,56219,Sidorejo
3324090006,SIDOREJO,51371,Sidorejo
3325070015,SIDOREJO,51281,Sidorejo
3325120006,SIDOREJO,51252,Sidorejo
3326150008,SIDOREJO,51151,Sidorejo
3327120007,SIDOREJO,52363,Sidorejo
3401050004,SIDOREJO,55663,Sidorejo
3403070002,SIDOREJO,55892,Sidorejo
3404040001,SIDOREJO,55564,Sidorejo
3502160014,SIDOREJO,63453,Sidorejo
3504160007,SIDOREJO,66261,Sidorejo
3505130004,SIDOREJO,66186,Sidorejo
3505190015,SIDOREJO,66153,Sidorejo
3506140001,SIDOREJO,64195,Sidorejo
3507150006,SIDOREJO,65177,Sidorejo
3507260006,SIDOREJO,65155,Sidorejo
3508100003,SIDOREJO,67359,Sidorejo
3509140008,SIDOREJO,68166,Sidorejo
3510030007,SIDOREJO,68483,Sidorejo
3513120007,SIDOREJO,67293,Sidorejo
3515170022,SIDOREJO,61262,Sidorejo
3516160015,SIDOREJO,61352,Sidorejo
3518010006,SIDOREJO,64475,Sidorejo
3519010007,SIDOREJO,63173,Sidorejo
3519050001,SIDOREJO,63181,Sidorejo
3519080005,SIDOREJO,63155,Sidorejo
3520071002,SIDOREJO,63363,Sidorejo
3521040007,SIDOREJO,63261,Sidorejo
3521050011,SIDOREJO,63271,Sidorejo
3521080006,SIDOREJO,63284,Sidorejo
3522080016,SIDOREJO,62195,Sidorejo
3522140013,SIDOREJO,62185,Sidorejo
3522230013,SIDOREJO,62162,Sidorejo
3523010004,SIDOREJO,62363,Sidorejo
3523130007,SIDOREJO,62315,Sidorejo
3524070002,SIDOREJO,62256,Sidorejo
3524150010,SIDOREJO,62291,Sidorejo
3525120005,SIDOREJO,61152,Sidorejo
6201050008,SIDOREJO,74111,Sidorejo
6304020004,SIDOREJO,70566,Sidorejo
6409030022,SIDOREJO,76318,Sidorejo
1275170002,SIDOREJO HILIR,20222,Sidorejo Hilir
3373020004,SIDOREJO KIDUL,50741,Sidorejo Kidul
3373040003,SIDOREJO LOR,50714,Sidorejo Lor
3319010007,SIDOREKSO,59361,Sidorekso
3507090007,SIDORENGGO,65183,Sidorenggo
1803102003,SIDORENO,35554,Sido Reno
1207070001,SIDORUKUN,21477,Sidorukun
7503040001,SIDORUKUN,96468,Sido Rukun
1803060002,SIDOSARI,35562,Sidosari
3308010016,SIDOSARI,56562,Sidosari
3326090020,SIDOSARI,51162,Sidosari
3578040005,SIDOSERMO,60239,Sidosermo
3523020007,SIDOTENTREM,62364,Sidotentrem
3578230002,SIDOTOPO,60152,Sidotopo
3578210006,SIDOTOPO WETAN,60128,Sidotopo Wetan
3305091006,SIDOTOTO,54397,Sidototo
1212290007,SIDOURIP,20552,Sidourip
1803100006,SIDOWALUYO,35553,Sidowaluyo
3308130025,SIDOWANGI,56563,Sidowangi
3510210007,SIDOWANGI,68453,Sidowangi
1805042008,SIDOWARAS,34278,Sido Waras
3506160012,SIDOWAREK,64155,Sidowarek
3517050009,SIDOWAREK,61473,Sidowarek
3310170007,SIDOWARNO,57473,Sidowarno
3310190017,SIDOWAYAH,57474,Sidowayah
3317100028,SIDOWAYAH,59218,Sidowayah
3317110010,SIDOWAYAH,59262,Sidowayah
3514140004,SIDOWAYAH,67154,Sidowayah
3520080019,SIDOWAYAH,63352,Sidowayah
1205081010,SIDUA BAHAL,22467,Sidua Bahal
1223050009,SIDUA DUA,21781,Sidua-dua
1214020034,SIDUAEWALI,22881,Sidua Ewali
7503050003,SIDUAN,96465,Siduan
1206040003,SIDULANG,22381,Sidulang
7503040019,SIDUWONGE,96468,Siduwonge
5206010008,SIE,84172,Sie
1108060006,SIEM,23373,Siem
1216022001,SIEMPAT RUBE I,22277,Siempat Rube I
1216022002,SIEMPAT RUBE II,22277,Siempat Rube II
1216022004,SIEMPAT RUBE IV,22277,Siempat Rube IV
9414021011,SIEN,99853,Sien
7208061017,SIENDENG,94482,Siendeng
7571022004,SIENDENG,96116,Siendeng
7313020005,SIENGKANG,90914,Siengkang
7208032004,SIENJO,94461,Sienjo
1224070010,SIFAHANDRO,22845,Sifahandro
1278040004,SIFALAETE TABALOHO,22817,Sifalaete Tabaloho
1278040026,SIFALAETE ULU,22817,Sifalaete Ulu
1214061003,SIFALAGO SUSUA,22837,Sifalago Susua
5305061001,SIFANIHA,85683,Sifaniha
1201082008,SIFAOROASI,22878,Sifaoro Asi
1214063005,SIFAOROASI MOLA,22839,Sifaoroasi Mola
1201061002,SIFAOROASI ULUHOU,22876,Sifaoroasi Ulu Hou
1214020028,SIFITU EWALI,22881,Sifitu Ewali
8103060007,SIFLURU,97558,Sifluru
